labTestId:ID,itemId,label,fluid,category,:LABEL
lt_50959,50959,Macro Prolactin,Blood,Chemistry,LabTest
lt_50967,50967,Phenytoin,Blood,Chemistry,LabTest
lt_50995,50995,"Thyroxine (T4), Free",Blood,Chemistry,LabTest
lt_51646,51646,Hemoglobin  F,Blood,Chemistry,LabTest
lt_51706,51706,Problem Specimen,Blood,Chemistry,LabTest
lt_51714,51714,Reflex HIV Confirmation,Blood,Chemistry,LabTest
lt_51764,51764,EE7,Blood,Chemistry,LabTest
lt_51769,51769,RUBIgGV,Blood,Chemistry,LabTest
lt_51771,51771,Unknown,Blood,Chemistry,LabTest
lt_53145,53145,Anti-GBM Antibody,Blood,Chemistry,LabTest
lt_50862,50862,Albumin,Blood,Chemistry,LabTest
lt_50911,50911,"Creatine Kinase, MB Isoenzyme",Blood,Chemistry,LabTest
lt_50969,50969,"Phenytoin, Percent Free",Blood,Chemistry,LabTest
lt_51721,51721,Reverse T3,Blood,Chemistry,LabTest
lt_51731,51731,Single Stranded DNA,Blood,Chemistry,LabTest
lt_53132,53132,Absolute Lymphocyte Count,Blood,Chemistry,LabTest
lt_50982,50982,Sex Hormone Binding Globulin,Blood,Chemistry,LabTest
lt_51565,51565,Argon,Blood,Chemistry,LabTest
lt_51746,51746,Transferrin Saturation,Blood,Chemistry,LabTest
lt_50859,50859,"Acid Phosphatase, Non-Prostatic",Blood,Chemistry,LabTest
lt_50878,50878,Asparate Aminotransferase (AST),Blood,Chemistry,LabTest
lt_50912,50912,Creatinine,Blood,Chemistry,LabTest
lt_50957,50957,Lithium,Blood,Chemistry,LabTest
lt_50985,50985,Study Tubes,Blood,Chemistry,LabTest
lt_50990,50990,Theophylline,Blood,Chemistry,LabTest
lt_51006,51006,Urea Nitrogen,Blood,Chemistry,LabTest
lt_51608,51608,DirLst,Blood,Chemistry,LabTest
lt_51698,51698,No MD,Blood,Chemistry,LabTest
lt_52546,52546,Creatinine,Blood,Chemistry,LabTest
lt_50867,50867,Amylase,Blood,Chemistry,LabTest
lt_50906,50906,"Cholesterol, LDL, Measured",Blood,Chemistry,LabTest
lt_50939,50939,"Hepatitis B Core Antibody, IgM",Blood,Chemistry,LabTest
lt_51003,51003,Troponin T,Blood,Chemistry,LabTest
lt_51652,51652,High-Sensitivity CRP,Blood,Chemistry,LabTest
lt_51675,51675,INR(PT),Blood,Chemistry,LabTest
lt_51730,51730,Serum Folate,Blood,Chemistry,LabTest
lt_51758,51758,Xylose,Blood,Chemistry,LabTest
lt_53130,53130,4t,Blood,Chemistry,LabTest
lt_50892,50892,CA-125,Blood,Chemistry,LabTest
lt_50970,50970,Phosphate,Blood,Chemistry,LabTest
lt_51556,51556,Anti-Microsomal Antibodies,Blood,Chemistry,LabTest
lt_51574,51574,C1 Inhibitor,Blood,Chemistry,LabTest
lt_51607,51607,"Dimeric Inhibin A, Maternal Screen",Blood,Chemistry,LabTest
lt_51691,51691,MCV,Blood,Chemistry,LabTest
lt_50875,50875,Anti-Parietal Cell Antibody,Blood,Chemistry,LabTest
lt_51008,51008,Valproic Acid,Blood,Chemistry,LabTest
lt_51570,51570,"Bilirubin, Neonatal, Indirect",Blood,Chemistry,LabTest
lt_51616,51616,Epstein-Barr Virus IgG Ab Value,Blood,Chemistry,LabTest
lt_51723,51723,Rubella,Blood,Chemistry,LabTest
lt_51739,51739,Total CO2,Blood,Chemistry,LabTest
lt_52642,52642,Troponin I,Blood,Chemistry,LabTest
lt_53148,53148,Anti Hbe,Blood,Chemistry,LabTest
lt_50891,50891,C4,Blood,Chemistry,LabTest
lt_50943,50943,Hepatitis C Virus Antibody,Blood,Chemistry,LabTest
lt_50947,50947,I,Blood,Chemistry,LabTest
lt_51642,51642,Hemoglobin  A1,Blood,Chemistry,LabTest
lt_51728,51728,Serum B12,Blood,Chemistry,LabTest
lt_52535,52535,Chloride,Blood,Chemistry,LabTest
lt_53135,53135,"Acid Phosphatase, Prostatic Fraction",Blood,Chemistry,LabTest
lt_53151,53151,Anti-la,Blood,Chemistry,LabTest
lt_50855,50855,Absolute Hemoglobin,Blood,Chemistry,LabTest
lt_50919,50919,EDTA Hold,Blood,Chemistry,LabTest
lt_50963,50963,NTproBNP,Blood,Chemistry,LabTest
lt_50996,50996,"Tissue Transglutaminase Ab, IgA",Blood,Chemistry,LabTest
lt_51579,51579,CA 19-9,Blood,Chemistry,LabTest
lt_51626,51626,Free Kappa/Free Lambda Ratio,Blood,Chemistry,LabTest
lt_51705,51705,Primidone,Blood,Chemistry,LabTest
lt_51715,51715,Renin,Blood,Chemistry,LabTest
lt_51754,51754,VZV IgG Ab Value,Blood,Chemistry,LabTest
lt_50924,50924,Ferritin,Blood,Chemistry,LabTest
lt_50932,50932,Gray Top Hold (plasma),Blood,Chemistry,LabTest
lt_50956,50956,Lipase,Blood,Chemistry,LabTest
lt_50989,50989,"Testosterone, Free",Blood,Chemistry,LabTest
lt_51563,51563,Anti-sm,Blood,Chemistry,LabTest
lt_51587,51587,CMV IgG Ab Value,Blood,Chemistry,LabTest
lt_51600,51600,Delete,Blood,Chemistry,LabTest
lt_51653,51653,HIV 1 Ab Confirmation,Blood,Chemistry,LabTest
lt_51719,51719,Reserved3,Blood,Chemistry,LabTest
lt_53134,53134,Absolute Other WBC,Blood,Chemistry,LabTest
lt_50873,50873,Anti-Nuclear Antibody,Blood,Chemistry,LabTest
lt_50880,50880,Benzodiazepine Screen,Blood,Chemistry,LabTest
lt_50889,50889,C-Reactive Protein,Blood,Chemistry,LabTest
lt_50920,50920,Estimated GFR (MDRD equation),Blood,Chemistry,LabTest
lt_51558,51558,Antirnp,Blood,Chemistry,LabTest
lt_51619,51619,Epstein-Barr Virus VCA IgG Ab,Blood,Chemistry,LabTest
lt_51665,51665,HPE9,Blood,Chemistry,LabTest
lt_51736,51736,STX5,Blood,Chemistry,LabTest
lt_51605,51605,Delta/Dlt,Blood,Chemistry,LabTest
lt_51679,51679,Lap,Blood,Chemistry,LabTest
lt_51684,51684,"LD, Isoenzyme 5",Blood,Chemistry,LabTest
lt_51703,51703,PEPgel,Blood,Chemistry,LabTest
lt_51753,51753,VZV IgG Ab,Blood,Chemistry,LabTest
lt_52551,52551,D-Dimer,Blood,Chemistry,LabTest
lt_53089,53089,"Bilirubin, Total",Blood,Chemistry,LabTest
lt_53139,53139,Aldosterone,Blood,Chemistry,LabTest
lt_50909,50909,Cortisol,Blood,Chemistry,LabTest
lt_50910,50910,Creatine Kinase (CK),Blood,Chemistry,LabTest
lt_50951,50951,Immunoglobulin M,Blood,Chemistry,LabTest
lt_51586,51586,CMV IgG Ab,Blood,Chemistry,LabTest
lt_51630,51630,Gamma,Blood,Chemistry,LabTest
lt_51662,51662,HPE6,Blood,Chemistry,LabTest
lt_51701,51701,"Osmolality, Calculated",Blood,Chemistry,LabTest
lt_51702,51702,Park,Blood,Chemistry,LabTest
lt_53133,53133,Absolute Neutrophil,Blood,Chemistry,LabTest
lt_51002,51002,Troponin I,Blood,Chemistry,LabTest
lt_51624,51624,Free Calcium,Blood,Chemistry,LabTest
lt_51639,51639,Hematocrit,Blood,Chemistry,LabTest
lt_51644,51644,Hemoglobin  C,Blood,Chemistry,LabTest
lt_51663,51663,HPE7,Blood,Chemistry,LabTest
lt_52548,52548,Cryoglobulin,Blood,Chemistry,LabTest
lt_53149,53149,Anti-hbs,Blood,Chemistry,LabTest
lt_50988,50988,Testosterone,Blood,Chemistry,LabTest
lt_51571,51571,Billed,Blood,Chemistry,LabTest
lt_51654,51654,HIV 1 Viral Load,Blood,Chemistry,LabTest
lt_53085,53085,Albumin,Blood,Chemistry,LabTest
lt_53093,53093,Gamma Glutamyltranferase,Blood,Chemistry,LabTest
lt_50961,50961,Methotrexate,Blood,Chemistry,LabTest
lt_51655,51655,HIV 2 Ab Confirmation,Blood,Chemistry,LabTest
lt_51666,51666,H. pylori IgG Ab,Blood,Chemistry,LabTest
lt_51718,51718,Reserved1,Blood,Chemistry,LabTest
lt_51765,51765,EE3,Blood,Chemistry,LabTest
lt_53136,53136,Adrenocorticotrophic Hormone,Blood,Chemistry,LabTest
lt_50872,50872,Anti-Neutrophil Cytoplasmic Antibody,Blood,Chemistry,LabTest
lt_50903,50903,Cholesterol Ratio (Total/HDL),Blood,Chemistry,LabTest
lt_50962,50962,N-Acetylprocainamide (NAPA),Blood,Chemistry,LabTest
lt_51001,51001,Triiodothyronine (T3),Blood,Chemistry,LabTest
lt_51671,51671,IFEgel,Blood,Chemistry,LabTest
lt_53131,53131,5' Nucleotidase,Blood,Chemistry,LabTest
lt_50934,50934,H,Blood,Chemistry,LabTest
lt_50937,50937,Hepatitis A Virus Antibody,Blood,Chemistry,LabTest
lt_51614,51614,Epstein-Barr Virus  EBNA IgG Ab,Blood,Chemistry,LabTest
lt_51674,51674,Immunoglobulin E,Blood,Chemistry,LabTest
lt_51737,51737,STX6,Blood,Chemistry,LabTest
lt_51747,51747,Treponemal Antibody Test,Blood,Chemistry,LabTest
lt_51760,51760,Z,Blood,Chemistry,LabTest
lt_51768,51768,EE6,Blood,Chemistry,LabTest
lt_53152,53152,HIV FINAL,Blood,Chemistry,LabTest
lt_50853,50853,25-OH Vitamin D,Blood,Chemistry,LabTest
lt_50856,50856,Acetaminophen,Blood,Chemistry,LabTest
lt_50929,50929,Gentamicin,Blood,Chemistry,LabTest
lt_51588,51588,CMV IgM Ab,Blood,Chemistry,LabTest
lt_51591,51591,Confirmation,Blood,Chemistry,LabTest
lt_51595,51595,"Creatine Kinase, Isoenzyme MB",Blood,Chemistry,LabTest
lt_51603,51603,Delete,Blood,Chemistry,LabTest
lt_51661,51661,HPE5,Blood,Chemistry,LabTest
lt_51677,51677,K (GREEN),Blood,Chemistry,LabTest
lt_51727,51727,Send Out,Blood,Chemistry,LabTest
lt_53095,53095,Lyme VsIE/PepC10 Antibody,Blood,Chemistry,LabTest
lt_51954,51954,CDT027,Stool,Chemistry,LabTest
lt_51945,51945,Norovirus Genogroup I,Stool,Chemistry,LabTest
lt_51953,51953,Voided Specimen,Stool,Chemistry,LabTest
lt_51928,51928,Alpha-1,Stool,Chemistry,LabTest
lt_51934,51934,C Diff Toxin Antigen Assay,Stool,Chemistry,LabTest
lt_51941,51941,"Glucose, Stool",Stool,Chemistry,LabTest
lt_51931,51931,Beta,Stool,Chemistry,LabTest
lt_51937,51937,"Creatinine, Stool",Stool,Chemistry,LabTest
lt_51064,51064,"Potassium, Stool",Stool,Chemistry,LabTest
lt_51926,51926,(Albumin),Stool,Chemistry,LabTest
lt_51951,51951,"Urea Nitrogen, Stool",Stool,Chemistry,LabTest
lt_51061,51061,"Bicarbonate, Stool",Stool,Chemistry,LabTest
lt_51947,51947,O & P,Stool,Chemistry,LabTest
lt_51063,51063,"Osmolality, Stool",Stool,Chemistry,LabTest
lt_51925,51925,72 Hr Fat,Stool,Chemistry,LabTest
lt_51952,51952,"Uric Acid, Stool",Stool,Chemistry,LabTest
lt_51062,51062,"Chloride, Stool",Stool,Chemistry,LabTest
lt_51065,51065,"Sodium, Stool",Stool,Chemistry,LabTest
lt_51935,51935,"Cholesterol, Stool",Stool,Chemistry,LabTest
lt_51938,51938,Cryptococ,Stool,Chemistry,LabTest
lt_51933,51933,C. diff PCR,Stool,Chemistry,LabTest
lt_51930,51930,"Amylase, Stool",Stool,Chemistry,LabTest
lt_51948,51948,Sudan Stain,Stool,Chemistry,LabTest
lt_51946,51946,Norovirus Genogroup II,Stool,Chemistry,LabTest
lt_51950,51950,"Triglycerides, Stool",Stool,Chemistry,LabTest
lt_51944,51944,"Lactate Dehydrogenase, Stool",Stool,Chemistry,LabTest
lt_51929,51929,Alpha-2,Stool,Chemistry,LabTest
lt_51940,51940,Gamma,Stool,Chemistry,LabTest
lt_51942,51942,"IgG, Stool",Stool,Chemistry,LabTest
lt_51943,51943,"Immunoelectrophoresis, Stool",Stool,Chemistry,LabTest
lt_51936,51936,Clostrid,Stool,Chemistry,LabTest
lt_51927,51927,"Albumin, Stool",Stool,Chemistry,LabTest
lt_51955,51955,Unknown,Stool,Chemistry,LabTest
lt_51932,51932,"Bilirubin, Total, Stool",Stool,Chemistry,LabTest
lt_51949,51949,"Total Protein, Stool",Stool,Chemistry,LabTest
lt_51956,51956,CDT027,Stool,Chemistry,LabTest
lt_51939,51939,Fl Scan,Stool,Chemistry,LabTest
lt_51983,51983,"Iron, Urine",Urine,Chemistry,LabTest
lt_51097,51097,"Potassium, Urine",Urine,Chemistry,LabTest
lt_51967,51967,Blood,Urine,Chemistry,LabTest
lt_51976,51976,"Cortisol, Urine",Urine,Chemistry,LabTest
lt_51070,51070,"Albumin/Creatinine, Urine",Urine,Chemistry,LabTest
lt_51988,51988,O & P,Urine,Chemistry,LabTest
lt_52016,52016,Z,Urine,Chemistry,LabTest
lt_52019,52019,PAN2,Urine,Chemistry,LabTest
lt_51091,51091,"Myoglobin, Urine",Urine,Chemistry,LabTest
lt_51073,51073,"Amylase/Creatinine Ratio, Urine",Urine,Chemistry,LabTest
lt_51081,51081,"Creatinine, Serum",Urine,Chemistry,LabTest
lt_51079,51079,"Cocaine, Urine",Urine,Chemistry,LabTest
lt_51995,51995,Study Urine,Urine,Chemistry,LabTest
lt_52004,52004,UTX1,Urine,Chemistry,LabTest
lt_51098,51098,"Prot. Electrophoresis, Urine",Urine,Chemistry,LabTest
lt_51986,51986,Neisseria gonorrhoeae,Urine,Chemistry,LabTest
lt_51071,51071,"Amphetamine Screen, Urine",Urine,Chemistry,LabTest
lt_51072,51072,"Amylase, Urine",Urine,Chemistry,LabTest
lt_51086,51086,"Immunofixation, Urine",Urine,Chemistry,LabTest
lt_51987,51987,Nitrite,Urine,Chemistry,LabTest
lt_52006,52006,UTX3,Urine,Chemistry,LabTest
lt_52014,52014,Voided Specimen,Urine,Chemistry,LabTest
lt_51066,51066,24 hr Calcium,Urine,Chemistry,LabTest
lt_51957,51957,17-Hydroxycorticosteroids,Urine,Chemistry,LabTest
lt_51989,51989,Oxycodone,Urine,Chemistry,LabTest
lt_52017,52017,"Zinc, Urine",Urine,Chemistry,LabTest
lt_51994,51994,Specific Gravity,Urine,Chemistry,LabTest
lt_51069,51069,"Albumin, Urine",Urine,Chemistry,LabTest
lt_51991,51991,"Propoxyphene, Urine",Urine,Chemistry,LabTest
lt_51102,51102,"Total Protein, Urine",Urine,Chemistry,LabTest
lt_52013,52013,Vanillylmandelic Acid,Urine,Chemistry,LabTest
lt_51084,51084,"Glucose, Urine",Urine,Chemistry,LabTest
lt_51089,51089,Marijuana,Urine,Chemistry,LabTest
lt_51966,51966,Bilirubin,Urine,Chemistry,LabTest
lt_51984,51984,Ketone,Urine,Chemistry,LabTest
lt_51998,51998,UPEPgel,Urine,Chemistry,LabTest
lt_51083,51083,"Ethanol, Urine",Urine,Chemistry,LabTest
lt_51104,51104,"Urea Nitrogen, Urine",Urine,Chemistry,LabTest
lt_51960,51960,Aldolase,Urine,Chemistry,LabTest
lt_51972,51972,Chlamydia trachomatis,Urine,Chemistry,LabTest
lt_51974,51974,"Copper, Urine",Urine,Chemistry,LabTest
lt_52008,52008,UTX5,Urine,Chemistry,LabTest
lt_52015,52015,Xylose,Urine,Chemistry,LabTest
lt_52018,52018,PAN1,Urine,Chemistry,LabTest
lt_51095,51095,"Phosphate, Urine",Urine,Chemistry,LabTest
lt_52007,52007,UTX4,Urine,Chemistry,LabTest
lt_51999,51999,Urine Amylase,Urine,Chemistry,LabTest
lt_51080,51080,Creatinine Clearance,Urine,Chemistry,LabTest
lt_51100,51100,"Sodium, Urine",Urine,Chemistry,LabTest
lt_51968,51968,Camp,Urine,Chemistry,LabTest
lt_52730,52730,pH,Urine,Chemistry,LabTest
lt_51090,51090,"Methadone, Urine",Urine,Chemistry,LabTest
lt_51093,51093,"Osmolality, Urine",Urine,Chemistry,LabTest
lt_51068,51068,24 hr Protein,Urine,Chemistry,LabTest
lt_52009,52009,UTX6,Urine,Chemistry,LabTest
lt_52012,52012,UTX9,Urine,Chemistry,LabTest
lt_51096,51096,Porphobilinogen Screen,Urine,Chemistry,LabTest
lt_51959,51959,"5-HIAA, Urine",Urine,Chemistry,LabTest
lt_52703,52703,"Albumin, Urine",Urine,Chemistry,LabTest
lt_51067,51067,24 hr Creatinine,Urine,Chemistry,LabTest
lt_51087,51087,Length of Urine Collection,Urine,Chemistry,LabTest
lt_51106,51106,Urine Creatinine,Urine,Chemistry,LabTest
lt_51105,51105,"Uric Acid, Urine",Urine,Chemistry,LabTest
lt_51971,51971,Ccoc,Urine,Chemistry,LabTest
lt_52720,52720,"HCG, Urine, Qualitative",Urine,Chemistry,LabTest
lt_52020,52020,UTX10,Urine,Chemistry,LabTest
lt_51980,51980,Fentanyl,Urine,Chemistry,LabTest
lt_51996,51996,Trichomonas vaginalis,Urine,Chemistry,LabTest
lt_51078,51078,"Chloride, Urine",Urine,Chemistry,LabTest
lt_51103,51103,Uhold,Urine,Chemistry,LabTest
lt_51978,51978,DirList,Urine,Chemistry,LabTest
lt_51981,51981,Glucose,Urine,Chemistry,LabTest
lt_51076,51076,"Bicarbonate, Urine",Urine,Chemistry,LabTest
lt_51088,51088,"Magnesium, Urine",Urine,Chemistry,LabTest
lt_51092,51092,"Opiate Screen, Urine",Urine,Chemistry,LabTest
lt_51074,51074,"Barbiturate Screen, Urine",Urine,Chemistry,LabTest
lt_51964,51964,"Amylase, Serum",Urine,Chemistry,LabTest
lt_51973,51973,Copi,Urine,Chemistry,LabTest
lt_52002,52002,Urobilinogen,Urine,Chemistry,LabTest
lt_51101,51101,Total Collection Time,Urine,Chemistry,LabTest
lt_51982,51982,"Immunoelectrophoresis, Urine",Urine,Chemistry,LabTest
lt_51099,51099,Protein/Creatinine Ratio,Urine,Chemistry,LabTest
lt_51109,51109,"Urine Volume, Total",Urine,Chemistry,LabTest
lt_51969,51969,"Catecholamines, Urine",Urine,Chemistry,LabTest
lt_51977,51977,"Creatinine, Blood",Urine,Chemistry,LabTest
lt_51997,51997,UIFEgel,Urine,Chemistry,LabTest
lt_51970,51970,Cben,Urine,Chemistry,LabTest
lt_51993,51993,Referred,Urine,Chemistry,LabTest
lt_51107,51107,"Urine tube, held",Urine,Chemistry,LabTest
lt_51958,51958,"17-Ketosteroids, Urine",Urine,Chemistry,LabTest
lt_51962,51962,Alpha-2,Urine,Chemistry,LabTest
lt_52005,52005,UTX2,Urine,Chemistry,LabTest
lt_51075,51075,"Benzodiazepine Screen, Urine",Urine,Chemistry,LabTest
lt_51992,51992,Protein,Urine,Chemistry,LabTest
lt_51961,51961,Alpha-1,Urine,Chemistry,LabTest
lt_51963,51963,Amylase/Creatinine Clearance,Urine,Chemistry,LabTest
lt_51965,51965,Beta,Urine,Chemistry,LabTest
lt_51985,51985,Leukocytes,Urine,Chemistry,LabTest
lt_51979,51979,"Estriol, Urine",Urine,Chemistry,LabTest
lt_51990,51990,"Phenothiazine Screen, Urine",Urine,Chemistry,LabTest
lt_51085,51085,"HCG, Urine, Qualitative",Urine,Chemistry,LabTest
lt_52000,52000,Urine  Creatinine,Urine,Chemistry,LabTest
lt_52003,52003,Uroporphyrins,Urine,Chemistry,LabTest
lt_51094,51094,pH,Urine,Chemistry,LabTest
lt_51108,51108,Urine Volume,Urine,Chemistry,LabTest
lt_52011,52011,UTX8,Urine,Chemistry,LabTest
lt_51082,51082,"Creatinine, Urine",Urine,Chemistry,LabTest
lt_52010,52010,UTX7,Urine,Chemistry,LabTest
lt_51077,51077,"Calcium, Urine",Urine,Chemistry,LabTest
lt_51975,51975,Coproporphyrins,Urine,Chemistry,LabTest
lt_52001,52001,"Urine PEP, Gamma region",Urine,Chemistry,LabTest
lt_50839,50839,"Chloride, Ascites",Ascites,Chemistry,LabTest
lt_50846,50846,"Osmolality, Ascites",Ascites,Chemistry,LabTest
lt_50838,50838,"Bilirubin, Total, Ascites",Ascites,Chemistry,LabTest
lt_53123,53123,"Immunoelectrophoresis, Ascites",Ascites,Chemistry,LabTest
lt_50845,50845,"Miscellaneous, Ascites",Ascites,Chemistry,LabTest
lt_50844,50844,"Lipase, Ascites",Ascites,Chemistry,LabTest
lt_50847,50847,"Potassium, Ascites",Ascites,Chemistry,LabTest
lt_53117,53117,Alpha-1,Ascites,Chemistry,LabTest
lt_50837,50837,"Bicarbonate, Ascites",Ascites,Chemistry,LabTest
lt_53118,53118,Alpha-2,Ascites,Chemistry,LabTest
lt_53120,53120,Clostrid,Ascites,Chemistry,LabTest
lt_50851,50851,"Urea Nitrogen, Ascites",Ascites,Chemistry,LabTest
lt_53119,53119,Beta,Ascites,Chemistry,LabTest
lt_53126,53126,"Uric Acid, Ascites",Ascites,Chemistry,LabTest
lt_50841,50841,"Creatinine, Ascites",Ascites,Chemistry,LabTest
lt_50840,50840,"Cholesterol, Ascites",Ascites,Chemistry,LabTest
lt_50835,50835,"Albumin, Ascites",Ascites,Chemistry,LabTest
lt_53121,53121,Cryptococ,Ascites,Chemistry,LabTest
lt_53116,53116,(Albumin),Ascites,Chemistry,LabTest
lt_53122,53122,Fl Scan,Ascites,Chemistry,LabTest
lt_50848,50848,"Sodium, Ascites",Ascites,Chemistry,LabTest
lt_50849,50849,"Total Protein, Ascites",Ascites,Chemistry,LabTest
lt_53124,53124,"Immunoglobulin G, Ascites",Ascites,Chemistry,LabTest
lt_50836,50836,"Amylase, Ascites",Ascites,Chemistry,LabTest
lt_50850,50850,"Triglycerides, Ascites",Ascites,Chemistry,LabTest
lt_50843,50843,"Lactate Dehydrogenase, Ascites",Ascites,Chemistry,LabTest
lt_53125,53125,"PEP, Ascites, Gamma Region",Ascites,Chemistry,LabTest
lt_50842,50842,"Glucose, Ascites",Ascites,Chemistry,LabTest
lt_53127,53127,Voided Specimen,Ascites,Chemistry,LabTest
lt_51910,51910,(Albumin),Pleural,Chemistry,LabTest
lt_51052,51052,"Creatinine, Pleural",Pleural,Chemistry,LabTest
lt_51915,51915,Cryptococ,Pleural,Chemistry,LabTest
lt_51046,51046,"Albumin, Pleural",Pleural,Chemistry,LabTest
lt_51913,51913,Beta,Pleural,Chemistry,LabTest
lt_51048,51048,"Bicarbonate, Pleural",Pleural,Chemistry,LabTest
